web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,détails,etat,adresse,prix,image_lien-src,description
"1715910768-21","https://www.expat-dakar.com/equipements-pieces?page=55","Bâches auto
Neuf
Liberte 6,
Dakar

jeudi, 11:02

25 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/baches-auto-4868906","Bâches auto","Neuf","Liberte 6

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac5ac6c1ff058bc8fdc3ca1900e41f9c/-/horizon-files-prod/ed/picture/qwd7rxd/4cb817a20255bd3c9ac38654ea0bbaafaad6642c.jpg","BÂCHES 4×4:(couvre-voiture) en pvc,en plus d'être imperméable à l'eau ,ce Bâche est fabriqué à partir de ma technologie des coutures ultrasonique pour éviter les trois d'épingle et empêche l'eau de s'infiltrer dans la couture.

C'est une housse de protection respirant et doublé à l'intérieur de coton doux .

La Bâche est légère et ne pèse pas plus de 5kg dans son emballage.

NB:les prix commencent à partir du prix affiché,livraison possible partout dans le senegal ."
"1715910774-22","https://www.expat-dakar.com/equipements-pieces?page=55","Lecteur mp3 t10 voiture
Neuf
Liberte 6,
Dakar

jeudi, 10:52

10 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/lecteur-mp3-t10-voiture-4983904","Lecteur mp3 t10 voiture","Neuf","Liberte 6

Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/692281675b51718379813b0afeed5c5e/-/horizon-files-prod/ed/picture/q945mr8/04e219377f2a3c7594a5ec4568bf9fd4a4da865a.jpg","Le lecteur mp3 t10 Bluetooth est un appareil conçu pour les voitures.

Il est équipé d'un module Bluetooth professionnel haute qualité et d'une puce de décodeur. En effet il peut lire;transmettre la musique de votre téléphone à l'autoradio via Bluetooth. Il est également utilisé comme kit voitures main libre pendant les déplacements

Il peut aussi recevoir ou emmetre des appels depuis votre smartphone. Il est équipé d'un port usb3.0 pour le chargement d'un téléphone.

Livraison possible partout au senegal"
"1715910776-23","https://www.expat-dakar.com/equipements-pieces?page=55","Chargeur sans fil auto
Neuf
Grand-Dakar,
Dakar

15. févr., 16:35

Vendeur vérifié

7 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/chargeur-sans-fil-auto-3772127","Chargeur sans fil auto","Neuf","Grand-Dakar

Dakar","7 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/630ca8aed819bc74b052ab96fa5dd457/-/horizon-files-prod/ed/picture/qnqd980/8e355d413f858043d798b2c1f09cdebecff74d8e.jpg","Wiwu liberateur il est un petit support pour smartphone doté d'un support d'aspiration et d'une fonction de charge sans fil. l'accessoire vous permet de fixer confortablement le gadget dans n'importe quelle voiture, éliminant ainsi le risque de chute. la puissance maximale du modèle atteint 10 w et la norme qui est utilisée pour la charge. livraison possible"
"1715910781-24","https://www.expat-dakar.com/equipements-pieces?page=55","Bache auto 4×4 pvc doublé en coton
Neuf
Liberte 6,
Dakar

jeudi, 10:50

25 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/bache-auto-44-pvc-double-en-coton-4998928","Bache auto 4×4 pvc doublé en coton","Neuf","Liberte 6

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44ae58da76ac5dafa3bcd14025be8da8/-/horizon-files-prod/ed/picture/qwqnjkm/724ea9ce34a970be62277de8a8961fe1fd238a41.jpg","Couvre-voiture en pvc extrêmement imperméable à l'eau .ce Bâche est fabriqué à partir de la technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans la couture. C'est une housse de protection respirant,imperméable et doublé à l'intérieur de coton doux.

La Bâche est légère et ne pèse pas plus 5kg dans son emballage.

Ces Bâches sont très utiles dans cette période d'hivernage,de poussière,de pluie,de soleil

Les prix commencent à partir du prix affiché

Livraison possible partout au senegal"
"1715910783-25","https://www.expat-dakar.com/equipements-pieces?page=55","Bache auto berline
Neuf
Liberte 6,
Dakar

18. avr., 14:49

19 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/bache-auto-berline-4998939","Bache auto berline","Neuf","Liberte 6

Dakar","19 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a16d229ce8959dcad45c82ed246202ef/-/horizon-files-prod/ed/picture/q2p85wd/25e7c99c09795e60d63825c37daa59a03b3855a3.jpg","Couvre-voiture en pvc extrêmement imperméable à l'eau. Ce Bâche est fabriqué à partir de la nouvelle technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans les coutures c'est une housse de protection respirant imperméable et doublé en coton doux.

La Bâche est légère et ne pèse pas plus de 5kg dans son emballage Ce qui veut dire c'est pas encombrant.

Les prix commencent à partir du prix affiché

Livraison possible partout au senegal"
"1715910788-26","https://www.expat-dakar.com/equipements-pieces?page=55","Bache voiture
Neuf
Grand-Dakar,
Dakar

24. avr., 12:05

Vendeur vérifié

19 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/bache-voiture-4423969","Bache voiture","Neuf","Grand-Dakar

Dakar","19 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eccea144413b09e1b9148b1cda73a8d9/-/horizon-files-prod/ed/picture/q0re5dz/d8a8d6cac354a6faf63254a480dec7173890711e.png","Protection contre les pluies, la saleté, la poussière, les gouttes d'oiseaux et de la chaleur / froid. Nouveau matériel: rouille-preuve et indestructible. La température la plus élevée soit supporter +91 degré Fait transpirante pour permettre à la chaleur et à l'humidité piégée pour échapper à sous la couverture de voiture. Tout neuf avec haute qualité"
"1715910795-27","https://www.expat-dakar.com/equipements-pieces?page=54","Pieces Ford Escape
D'occasion
Sacré-cœur,
Dakar

8. août '22, 13:27

100 000 F Cfa

778565959

784285130","https://www.expat-dakar.com/annonce/pieces-ford-escape-4112343","Pieces Ford Escape","D'occasion","Sacré-cœur

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb873f18cdb5041d67366f0866bc6351/-/horizon-files-prod/ed/picture/qz95p5k/e945339c246da55537b0bb0dd1f6728f2c21a559.jpg","Je mets en vente toute pièces de Ford Escape (2013-2019) de la carrosserie (phares, feux , baguette, chrome , etc) à la mécanique (bloc abs, calculateur, servofrein, etc) en passant par les suspensions. Tout est disponible sous réserve de ne pas être déjà vendu. Pièces venant d’arriver sur Dakar en très bon état.

Plus d’informations me contacter sur WhatsApp d’abord."
"1715910797-28","https://www.expat-dakar.com/equipements-pieces?page=54","Chargeur AC voiture 12V câble USB 1 mètre
Neuf
Golf,
Dakar

mercredi, 00:58

1 000 F Cfa

784485061

782313728

784074746","https://www.expat-dakar.com/annonce/chargeur-ac-voiture-12v-cable-usb-1-metre-5079781","Chargeur AC voiture 12V câble USB 1 mètre","Neuf","Golf

Dakar","1 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/30ed564b3474e7caf09d294fd8a63216/-/horizon-files-prod/ed/picture/qjvg4zr/c19fa8e717e67eaa7413ff31ae311a688b9c0661.jpg","DURACELL Chargeur AC voiture 12V 1A avec cable micro USB 1 mètreChargeur allume-cigar USB de la marque DURACELL

Chargez votre appareil tout en conduisant grâce à ce chargeur AC 12 VOLTS pour USB.

Convient aux smartphones comme aux tablettes pour un chargement rapide.

Avec câble Micro USB inclusTension requise 12 V

Tension fournie 5 V

Connecteurs d'entrée AC 12V de voiture

Connecteurs de sortie Micro-USB de type B de 5 broches

Quantité de connecteurs d'entrée 1

Câble micro-USB - 1 m"
"1715910802-29","https://www.expat-dakar.com/equipements-pieces?page=54","Autoradio écran tactile 7 pouces multifonction universel
Neuf
Patte d‘oie,
Dakar

21. avr., 16:21

35 000 F Cfa

784301891

782313728

784074746","https://www.expat-dakar.com/annonce/autoradio-ecran-tactile-7-pouces-multifonction-universel-5106366","Autoradio écran tactile 7 pouces multifonction universel","Neuf","Patte d‘oie

Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f1e87b597da50d356f74caed66a1df3/-/horizon-files-prod/ed/picture/q6094r4/19f491fefb10d58eb08a501a1721f505ae41eac4.jpg","Lecteur multimédia universel écran tactile 7 pouces HD -2 DIN - L - Fonction Bluetooth/FM/USB/carte SD/AUX et interface pour Caméra de recul (caméra non incluse)Autoradio écran tactile numérique de 7 pouces HD 800x480 +

Fonction: Prise en charge Bluetooth, FM radio, Aux/carte SD/USB 2.0,

interface pour caméra de recul,

Contrôle du volant

fonction mains-libres de Bluetooth

Fonction de contrôle de volant

Ceci est un lecteur multimédia n'a pas de fonction GPS

IR télécommande incluse

Format d'Audio: MP3/WMA/WAV/FLAC/APP etcCaractéristiques:écran tactile HD 7 poucesrétro-éclairage

-interfaces USB 2.0 et slot pour carte mémoire

-Mise hors tension avec fonction de mémorisation automatique des stations de radio FM

-fonction mains-libres

-Fonction AUXILIAIRE

-sortie vidéo bidirectionnelle

-Fonction de sortie audio de 2 RCA

-Fonction d'entrée vidéo à sens unique

-fonction d'entrée de caméra de RECUL

-fonction commande de volant

-SYSTEME Bass & Treble, stabilisateur de canalNB: Le lecteur est doté d'une interface pour brancher une caméra de recul (la caméra de recul n'est pas incluse)"
"1715910805-30","https://www.expat-dakar.com/equipements-pieces?page=54","Bâches auto(berline)
Neuf
Liberte 6,
Dakar

31. janv., 22:04

20 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/baches-autoberline-5127089","Bâches auto(berline)","Neuf","Liberte 6

Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4a8c4daf118a37989e73c68dee8c24f/-/horizon-files-prod/ed/picture/q7nem5m/1e512ce4cd8ace74a798a68711c5728da351f0da.jpg","Housse de protection voiture (bâches)en pvc ,extrêmement imperméable à l'eau. Ce Bâche est fabriqué à partir de la nouvelle technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans les coutures.

C'est une housse de protection respirant et doublé à l'intérieur de coton doux .

La bâches est légère et ne pèse pas plus de 5kg dans son emballage.

NB:les prix commencent à partir du prix affiché.

Livraison possible partout au senegal"
"1715910810-31","https://www.expat-dakar.com/equipements-pieces?page=54","Bâches suv;4×4
Neuf
Liberte 6,
Dakar

Hier, 13:31

25 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/baches-suv44-5127093","Bâches suv;4×4","Neuf","Liberte 6

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c7f8b1f9408a0c81cf54ab295da3ae9/-/horizon-files-prod/ed/picture/qnrmzxv/04943fb28cfb9973dd77302f0f1e884b0b4b4cd3.jpg","Couvre-voiture(bâches)en pvc extrêmement imperméable à l'eau.

Ce bâche est fabriqué à partir de la nouvelle technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans les coutures.

C'est une housse de protection respirant et doublé à l'intérieur de coton doux.

La bâche est légère et ne pèse pas plus de 5kg dans son emballage

Livraison possible partout au senegal"
"1715910812-32","https://www.expat-dakar.com/equipements-pieces?page=54","Bâches auto
Neuf
Liberte 6,
Dakar

jeudi, 10:48

20 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/baches-auto-4868926","Bâches auto","Neuf","Liberte 6

Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/60a2f180c0468049060335eef4f45086/-/horizon-files-prod/ed/picture/q9pqkv7/fc18cbf11f53d1e0d66b38ef978e82bebe227c28.jpg","Bâches berline :couvre-voiture en pvc doublé en coton doux à l'intérieur. En plus d'être imperméable,ce Bâche est fabriqué de la technologie des coutures ultrasonique pour éviter les trois d'épingle et empêche l'eau de s'infiltrer dans les coutures.

C'est une housse de protection respirant et légère ne pesant pas plus de 5kg dans son emballage.

NB:les prix commencent à partir du prix affiché

Livraison possible partout dans le senegal"
"1715910818-33","https://www.expat-dakar.com/equipements-pieces?page=54","Transmetteur / modulateur Fm multifonction
Neuf
Parcelles Assainies,
Dakar

21. mars, 22:40

1 000 F Cfa

784485061

782313728

784074746","https://www.expat-dakar.com/annonce/transmetteur-modulateur-fm-multifonction-3468109","Transmetteur / modulateur Fm multifonction","Neuf","Parcelles Assainies

Dakar","1 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f04961f57880bf25473ae7a7b3a016a9/-/horizon-files-prod/ed/picture/q4wv9mr/efd7a3d7b51d6178a419f48d23288ddbbe8400e7.jpg","Transmetteur / modulateur Fm multifonction avec interface USB, FM, carte memoire et auxiliaire avec telecommandeCe transmetteur FM dispose d'un écran LCD, d'une entrée USB, d'un lecteur carte SD jusque 32Go et d'une entrée auxiliaire. Il suffit de le brancher sur une prise allume cigare, de choisir une fréquence FM libre et de caler votre autoradio sur cette même fréquence pour profiter de vos playlists MP3 chargées sur une clé USB, une carte SD ou dans un baladeur !Points fortsLecteur MP3 pour voiture et Transmetteur FM

Lecteur de Carte/USB/Entrée Audio

Gamme FM: 87.5 - 108.0 MHz

Tension nominale de travail: 12V-24V

Couleur: BlancContenu du pack:

1 transmetteur fm

1 telecommande

1 câble audio 3 5mm"
"1715910820-34","https://www.expat-dakar.com/equipements-pieces?page=54","Chargeur AC voiture 12V 1A cable micro USB
Neuf
Patte d‘oie,
Dakar

3. avr., 23:23

1 000 F Cfa

784301891

782313728

784074746","https://www.expat-dakar.com/annonce/chargeur-ac-voiture-12v-1a-cable-micro-usb-5100907","Chargeur AC voiture 12V 1A cable micro USB","Neuf","Patte d‘oie

Dakar","1 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a86aab64f4db25c06b8d0334f44f947e/-/horizon-files-prod/ed/picture/qqpe446/19b4a0d0b1c54672e96fd5fc82a2605e62f8b7e2.jpg","DURACELL Chargeur AC voiture 12V 1A avec cable micro USB 1 mètreChargeur AC USB de la marque DURACELL

Chargez votre appareil tout en conduisant grâce à ce chargeur AC 12 VOLTS pour USB.

Convient aux smartphones comme aux tablettes pour un chargement rapide.

Avec câble Micro USB inclusTension requise 12 V

Tension fournie 5 V

Connecteurs d'entrée AC 12V de voiture

Connecteurs de sortie Micro-USB de type B de 5 broches

Quantité de connecteurs d'entrée 1

Câble micro-USB - 1 m"
"1715910825-35","https://www.expat-dakar.com/equipements-pieces?page=54","Bache Voiture 4x4
Neuf
Grand-Dakar,
Dakar

24. avr., 12:05

Vendeur vérifié

25 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/bache-voiture-4x4-4880559","Bache Voiture 4x4","Neuf","Grand-Dakar

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc77127bf3f3403b2b010237fed8eca2/-/horizon-files-prod/ed/picture/qjnk5ed/7f4df55ef9547cb2c621ce87f86bec307041e088.png","Extrêmement étanche

film respirant étanche à l'eau et à la pluie. la technologie des coutures ultrasoniques pour éviter les trous d'épingle empêche l'eau de s'infiltrer dans les coutures.

quantité de bâche voiture housse de protection respirant imperméable coton doux .

nb: les prix commencent à partir du prix afficher.

livraison possible"
"1715910828-36","https://www.expat-dakar.com/equipements-pieces?page=54","Housse Voiture de luxe
Neuf
Grand-Dakar,
Dakar

31. oct. '22, 12:13

Vendeur vérifié

50 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/housse-voiture-de-luxe-4747740","Housse Voiture de luxe","Neuf","Grand-Dakar

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9acc5ee3d66deb127f933cfa93788b78/-/horizon-files-prod/ed/picture/qd59v22/b7f581fd80760f649c1a2f609504b78082157994.png","confortable et luxueux rend vos housses de siège magnifiques et confortables. Ces ensembles de housses de siège durable et doux de haute qualité, renforcé de 3 mm de mousse respirante pour disperser la chaleur et vous permettre de vous sentir à l'aise et au frais. Il se veut une protection complète pour votre siège et confortable à utiliser.

Livraison possible

Montage gratuite sur notre boutique"
"1715910835-37","https://www.expat-dakar.com/equipements-pieces?page=53","Housse de voiture de luxe 5 places
Neuf
Grand-Dakar,
Dakar

24. avr., 12:04

Vendeur vérifié

50 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/housse-de-voiture-de-luxe-5-places-5250899","Housse de voiture de luxe 5 places","Neuf","Grand-Dakar

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b38e032bea7ccbdf72b97ef4a6122e6/-/horizon-files-prod/ed/picture/qxjdq648/70bf3be91be3ef3c7d073343e07a2b7c61ebcaf3.png","confortable et luxueux rend vos housses de siège magnifiques et confortables. Ces ensembles de housses de siège durable et doux de haute qualité, renforcé de 3 mm de mousse respirante pour disperser la chaleur et vous permettre de vous sentir à l'aise et au frais. Il se veut une protection complète pour votre siège et confortable à utiliser.

Livraison possible

Montage gratuite sur notre boutique"
"1715910841-38","https://www.expat-dakar.com/equipements-pieces?page=53","Bâches auto (couvre-voiture) pour suv,4×4,berline
Neuf
Liberte 6,
Dakar

jeudi, 10:46

25 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/baches-auto-couvre-voiture-pour-suv44berline-5345562","Bâches auto (couvre-voiture) pour suv,4×4,berline","Neuf","Liberte 6

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de385b14a02600cd9ace197e385f6422/-/horizon-files-prod/ed/picture/qder8rjw/543132ad43b640a51d82b87b26f73fd7529d7e0e.jpg","Nous mettons en vente des bâches en pvc doublé en coton doux à l'intérieur .cet housse de protection respirant est extrêmement imperméable à l'eau et fabriqué à partir de la nouvelle technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans les coutures. C'est une bâche très légère et ne pèse pas plus de 5kg dans son emballage. Livraison possible partout au senegal

Nb :pour Berline 20000fr

Pour 4×4,suv 25000fr"
"1715910843-39","https://www.expat-dakar.com/equipements-pieces?page=53","Tapis pose pieds pour véhicule
Neuf
Liberte 6,
Dakar

18. févr., 15:36

15 000 F Cfa

770922410","https://www.expat-dakar.com/annonce/tapis-pose-pieds-pour-vehicule-5347507","Tapis pose pieds pour véhicule","Neuf","Liberte 6

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/472a92cd10f16c71e35f97def7c39404/-/horizon-files-prod/ed/picture/qq4q028v/84a9cf89dd8898fb78f65e1c76c05a9705ec186a.jpg","Nous mettons en vente des tapis pose pieds pour toutes les marques de véhicules.

Ce sont des tapis de très bonnes et authentique

Livraison possible partout au senegal"
"1715910848-40","https://www.expat-dakar.com/equipements-pieces?page=53","Huile moto 4T 10W-40
Neuf
Dieuppeul,
Dakar

19. févr., 11:16

4 000 F Cfa

777786487

777786556

776040301","https://www.expat-dakar.com/annonce/huile-moto-4t-10w-40-5358654","Huile moto 4T 10W-40","Neuf","Dieuppeul

Dakar","4 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0fc0f02fa1f2d8db09ff86b7da0ec83/-/horizon-files-prod/ed/picture/qrz2prk8/857b242511acad9ef44cf6e3f33cdee052dd951a.jpg","100% synthétique

Huile pour moto 4T

SL 10W-40"
"1715910852-41","https://www.expat-dakar.com/equipements-pieces?page=53","elm 327 nouvelles versions bluetooth
Neuf
Yoff,
Dakar

10. févr., 12:13

15 000 F Cfa

781600325

775334359","https://www.expat-dakar.com/annonce/elm-327-nouvelles-versions-bluetooth-2867641","elm 327 nouvelles versions bluetooth","Neuf","Yoff

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/84052fffcb43ceeb6cd48ccde0ca18db/-/horizon-files-prod/ed/picture/q58p9er/48273b99899a43f13a0a6144949656a994ef6c39.jpg","327 nouvelles versions bluetooth application téléphone toute marque de voiture jusqu'à 2021 essence, diesel, hybride"
"1715910855-42","https://www.expat-dakar.com/equipements-pieces?page=53","Jeu Coussin lombaire et Coussin Oreiller
Neuf
Ouakam,
Dakar

7. janv. '23, 23:30

20 000 F Cfa

767200917

765660441

772340054","https://www.expat-dakar.com/annonce/jeu-coussin-lombaire-et-coussin-oreiller-5152079","Jeu Coussin lombaire et Coussin Oreiller","Neuf","Ouakam

Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e14a6ac7db6f98e4758a088a64c98ce/-/horizon-files-prod/ed/picture/qg22xe8/98f14772b0c5c2cbf497e0ce860875d3a7e62d6d.jpg","Coussin Lombaire En Mousse à Mémoire de forme Oreiller Housse de Chaise De Bureau En Mousse de Soulagement de Douleur De Dos de Posture Orthopédique Dos Coussin de Soutien

Le jeu : un Coussin lombaire et un Coussin Oreiller

Couleur : Noire - Beige - Rouge."
"1715910860-43","https://www.expat-dakar.com/equipements-pieces?page=53","arroseur de jardin, voiture flexible 15m
Neuf
Grand-Dakar,
Dakar

24. avr., 12:04

Vendeur vérifié

10 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/arroseur-de-jardin-voiture-flexible-15m-3051818","arroseur de jardin, voiture flexible 15m","Neuf","Grand-Dakar

Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8408cf6e63fca65c2172d6b90646f61/-/horizon-files-prod/ed/picture/qdzrznr/9a02b67ad2fed90d60c098e64721a0af601ca8c6.jpg","Le corps et la poignée sont en plastique technique de haute qualité. La structure en plastique offre une longue durée de vie aux buses de votre tuyau d'arrosage.

★ La poignée de la buse de jardinage possède une petite poignée sur la poignée, qui est conçue de manière ergonomique pour réduire la fatigue des mains.

★ Convient à tous les tuyaux d'arrosage standard pour l'arrosage, les jardins, les pelouses et également idéal pour laver la voiture, les chiots, les animaux domestiques, etc.

★ Le matériau de la buse est en matière plastique de haute qualité.Cette buse de tuyau d'eau est durable et facile à saisir.Le manche doux pour la peau vous procurera un toucher confortable et antidérapant.

★ 7 modes de pulvérisation, buses pour tuyau d'arrosage, brouillard, ventilateur, creux, colonne d'eau, douche, etc. Les réglages fournissent diverses pressions.

Livraison possible"
"1715910862-44","https://www.expat-dakar.com/equipements-pieces?page=53","Aspirateur sans fil original
Neuf
Plateau,
Dakar

16. janv. '23, 17:56

30 000 F Cfa

777891477

778095586

773642020","https://www.expat-dakar.com/annonce/aspirateur-sans-fil-original-4967382","Aspirateur sans fil original","Neuf","Plateau

Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5792fd492f392de550ee3343a8efed2/-/horizon-files-prod/ed/picture/qpkm7mw/f8fec97e59071d268c52dd71cf682634ec605967.jpg","Puissance d'aspiration forte de 5500Pa, la poussière est balayéeFonctionnement portable sans fil, gratuit et facileNettoyage efficace dans plusieurs scènes, peut être utilisé dans le bureau / voiture / maisonPetit et léger, peut être stocké n'importe oùPolyvalent: Convient pour le salon, la chambre à coucher, le bureau, la salle informatique, la voiture et d'autres endroits.Spécification duModèle: US-ZB108matériel : ABSPression: 5500PaCapacité de poussière: 120mlCapacité de la batterie: 2000mAhEntrée: 5V 1.5ATemps d'utilisation: 13-15 minutesTemps de charge: 5V 1.5ADécibel de travail: = < 80dBTaille: 322x76x76mmPoids: 450gListe des paquets: longue monture de graisse, brosse à cheveux, câble de charge

NB avec garantie"
"1715910867-45","https://www.expat-dakar.com/equipements-pieces?page=53","Pompe Electrique 2 EN 1 Gonfleur Dégonfleur - 3 Buses
Neuf
Patte d‘oie,
Dakar

22. mars, 23:18

10 000 F Cfa

784301891

782313728

784074746","https://www.expat-dakar.com/annonce/pompe-electrique-2-en-1-gonfleur-degonfleur-3-buses-5469806","Pompe Electrique 2 EN 1 Gonfleur Dégonfleur - 3 Buses","Neuf","Patte d‘oie

Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f97963ae3b3bbdc39a3c3f05be2d790/-/horizon-files-prod/ed/picture/qweenxr5/d4ea2ad7f17fba4d09d24d344f04b47a72cc3ba7.jpg","Pompe Electrique, Gonfleur / Dégonfleur avec 3 Buses pour Matelas, Camping, Lit, Bateau, Meubles, Voiture - GOCHANGECe Gonfleur électrique est utilisé avec adapteur DV 12V. Ce modèle de gonfleur électrique possède une excellente capacité de souffle.

Attention: le produit n'est pas rechargeable, il fonctionne uniquement branché sur prise éléctrique secteur ou ACAvec la fonction de gonflage et déglonflage rapide par 3 tuyères différentes, il peut être utilisé pour la piscine, lit flottant, bateau gonflable et matelas et autres articles pneumatiques. C'est un équipement super pour les activités de sport et de loisir

Ideal pour une utilisation à domicile ou dans un environnement de camping à l'exterieurChargeur CA: 1M. Chargeur de voiture: 1.8M. Il est facile à utiliser, si vous voyagez ou pour un pique-nique, le chargeur de voiture serait un bon assistant

Description du produitSpécifications:Câble d'alimentation de voiture: 1,8m

Entrée: DC12V (alimentation de voiture et alimentation d'accumulateur électrique; 220V-240V (courant domestique)

Fréquence d'entrée: 50/60Hz

Puissance : 40W

Pression nominale: 5000pa-6000pa

Dimension: 10.0 x 9.7 x 12.5cm

Poids: Env. 700gConvient pour: Piscine, voiture, bateau gonflable, matelas pneumatique et d'autres installations sportives extérieures.SPECIFICATIONS:-Raccordez le gonfleur à l'alimentation.220V

-Connecter l'accessoire de gonfleur au port , allumez l'interrupteur pour commencer à gonfler (""""-"""" signifie démarrer l'inflation, """"O"""" signifie l'arrêt de l'inflation).

-La valve pneumatique ne doit pas être bloqué, sinon le gonfleur sera surchauffé et endommagé.Moyen d'aspiration:-Ouvrez l'orifice d'échappement sur l'objet concerné.

-Branchez des pièces de taille appropriée sur l'orifice d'échappement de la pompe à vide (si la taille du port de la pompe est juste , vous n'avez pas besoin de ces trois accessoires).

-Puis allumez l'interrupteur à commencer l'aspiration (""""-""""indique que le début de l'aspiration, """"o"""" indique l'arrêt ).

-La valve pneumatique ne doit pas être bloqué, sinon le gonfleur sera surchauffé et endommagé.Emballage inclu:1 x Gonfleur électrique

1 x 220V Alimentation domestique

1 x Adaptateur 12V DC

3 x Tuyères

1 x Mode d'emploi en anglais"
